idseq,datetime,subtype,srcip,srcport,srcintf,dstip,dstport,dstintf,action,sentpkt,rcvdpkt,duration,service,devtype,level,crscore,crlevel,is_attack,pkt_total,pkt_ratio,pkt_rate,sent_rate,rcvd_rate,inv_duration,duration_zero_flag,rcvd_zero_flag,pkt_total_pctl90,pkt_total_qbin,pkt_total_qrank,dstport_bucket,is_common_port,proto_port,sub_action,svc_action,pkt_rate_z,pkt_rate_outlier,burst_sent_p99,proto_port_code,sub_action_code,svc_action_code
,2025-10-07 08:59:15,1,45.136.68.51,56340,-1,220.130.36.69,6065,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|6065,1|-1,0|-1,-0.6744907594765952,0,0,1486584909,2621595096,387804096
,2025-10-07 08:59:13,1,45.136.68.52,56386,-1,220.130.36.69,50799,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,3,0,0|50799,1|9,0|9,0.0,0,0,3607590496,44567127,2735820480
,2025-10-07 08:59:13,1,45.136.68.52,56386,-1,220.130.36.69,50799,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,3,0,0|50799,1|-1,0|-1,-0.6744907594765952,0,0,3607590496,2621595096,387804096
,2025-10-07 08:59:11,1,59.153.148.20,56882,-1,220.130.36.69,62735,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,3,0,0|62735,1|9,0|9,0.0,0,0,818159452,44567127,2735820480
,2025-10-07 08:59:11,1,59.153.148.20,56882,-1,220.130.36.69,62735,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,3,0,0|62735,1|-1,0|-1,-0.6744907594765952,0,0,818159452,2621595096,387804096
,2025-10-07 08:59:09,1,45.136.68.52,56386,-1,220.130.36.69,1018,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,1,0,0|1018,1|9,0|9,0.0,0,0,1178837943,44567127,2735820480
,2025-10-07 08:59:09,1,45.136.68.52,56386,-1,220.130.36.69,1018,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,1,0,0|1018,1|-1,0|-1,-0.6744907594765952,0,0,1178837943,2621595096,387804096
,2025-10-07 08:58:48,1,10.4.168.70,9080,-1,61.61.136.70,5060,-1,1,1288322.0,1287238.0,7246682.0,31,-1,1,0,0,0,2575560.0,1.0008421131135035,0.3554123114550908,0.1777809485775697,0.17763136287752104,1.379941882367682e-07,0,0,1,3,0.9607715648027741,2,1,31|5060,1|1,31|1,1.9624547592108448,0,0,113089844,3571441875,2205555514
,2025-10-07 08:58:43,1,43.96.62.3,0,-1,220.130.36.69,0,-1,1,1.0,0.0,61.0,21,-1,1,0,0,0,1.0,0.0,0.01639344262295082,0.01639344262295082,0.0,0.01639344262295082,0,1,1,3,0.6811876896402254,0,0,21|0,1|1,21|1,-0.5528612782595043,0,0,3478328937,3571441875,1549546988
,2025-10-07 08:58:43,1,43.96.62.3,0,-1,220.130.36.69,0,-1,-1,0.0,0.0,0.0,7,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,0,0,7|0,1|-1,7|-1,-0.6744907594765952,0,0,1184038712,2621595096,2172970184
,2025-10-07 08:58:43,1,65.49.1.141,41512,-1,220.130.36.69,8081,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|8081,1|9,0|9,0.0,0,0,2113058045,44567127,2735820480
,2025-10-07 08:58:43,1,65.49.1.141,41512,-1,220.130.36.69,8081,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|8081,1|-1,0|-1,-0.6744907594765952,0,0,2113058045,2621595096,387804096
,2025-10-07 08:58:34,1,45.136.68.53,56414,-1,220.130.36.69,16101,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|16101,1|9,0|9,0.0,0,0,2884076292,44567127,2735820480
,2025-10-07 08:58:34,1,45.136.68.53,56414,-1,220.130.36.69,16101,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|16101,1|-1,0|-1,-0.6744907594765952,0,0,2884076292,2621595096,387804096
,2025-10-07 08:58:31,1,10.4.168.70,9080,-1,61.65.15.173,5060,-1,1,1946777.0,1940538.0,7246666.0,31,-1,1,0,0,0,3887315.0,1.0032150877746275,0.5364280622288926,0.26864450493509706,0.2677835572937955,1.379944929157767e-07,0,0,1,3,1.0,2,1,31|5060,1|1,31|1,3.305482722593969,0,1,113089844,3571441875,2205555514
,2025-10-07 08:58:29,1,10.4.168.70,9080,-1,61.30.27.170,7760,-1,1,773915.0,72512.0,7246659.0,0,-1,1,0,0,0,846427.0,10.672923102383054,0.1168023774818161,0.10679611114583976,0.010006266335976344,1.3799462621326601e-07,0,0,1,3,0.9380147377546597,2,0,0|7760,1|1,0|1,0.19211260778360792,0,0,2380400052,3571441875,2922506386
,2025-10-07 08:58:22,1,149.102.148.124,58137,-1,220.130.36.69,25485,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|25485,1|9,0|9,0.0,0,0,2256464683,44567127,2735820480
,2025-10-07 08:58:22,1,149.102.148.124,58137,-1,220.130.36.69,25485,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|25485,1|-1,0|-1,-0.6744907594765952,0,0,2256464683,2621595096,387804096
,2025-10-07 08:58:18,1,74.235.100.0,42366,-1,220.130.36.69,18480,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|18480,1|9,0|9,0.0,0,0,3172116726,44567127,2735820480
,2025-10-07 08:58:18,1,74.235.100.0,42366,-1,220.130.36.69,18480,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|18480,1|-1,0|-1,-0.6744907594765952,0,0,3172116726,2621595096,387804096
,2025-10-07 08:58:11,1,165.154.246.253,58914,-1,220.130.36.69,2080,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|2080,1|9,0|9,0.0,0,0,861782612,44567127,2735820480
,2025-10-07 08:58:11,1,165.154.246.253,58914,-1,220.130.36.69,2080,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|2080,1|-1,0|-1,-0.6744907594765952,0,0,861782612,2621595096,387804096
,2025-10-07 08:58:09,1,91.231.89.235,27573,-1,220.130.36.69,3269,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|3269,1|9,0|9,0.0,0,0,63988941,44567127,2735820480
,2025-10-07 08:58:09,1,91.231.89.235,27573,-1,220.130.36.69,3269,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|3269,1|-1,0|-1,-0.6744907594765952,0,0,63988941,2621595096,387804096
,2025-10-07 08:58:01,1,204.76.203.212,53959,-1,220.130.36.69,8080,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,1,0|8080,1|9,0|9,0.0,0,0,1362387107,44567127,2735820480
,2025-10-07 08:58:01,1,204.76.203.212,53959,-1,220.130.36.69,8080,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,1,0|8080,1|-1,0|-1,-0.6744907594765952,0,0,1362387107,2621595096,387804096
,2025-10-07 08:58:00,1,165.154.246.243,58914,-1,220.130.36.69,880,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,1,0,0|880,1|9,0|9,0.0,0,0,1491583558,44567127,2735820480
,2025-10-07 08:58:00,1,165.154.246.243,58914,-1,220.130.36.69,880,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,1,0,0|880,1|-1,0|-1,-0.6744907594765952,0,0,1491583558,2621595096,387804096
,2025-10-07 08:57:56,1,91.231.89.243,4795,-1,220.130.36.69,32768,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|32768,1|9,0|9,0.0,0,0,2158032644,44567127,2735820480
,2025-10-07 08:57:56,1,91.231.89.243,4795,-1,220.130.36.69,32768,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|32768,1|-1,0|-1,-0.6744907594765952,0,0,2158032644,2621595096,387804096
,2025-10-07 08:57:51,1,165.154.246.253,58914,-1,220.130.36.69,1935,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|1935,1|9,0|9,0.0,0,0,1482513926,44567127,2735820480
,2025-10-07 08:57:51,1,165.154.246.253,58914,-1,220.130.36.69,1935,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|1935,1|-1,0|-1,-0.6744907594765952,0,0,1482513926,2621595096,387804096
,2025-10-07 08:57:45,1,8.211.46.83,44700,-1,220.130.36.69,3134,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|3134,1|9,0|9,0.0,0,0,1418748450,44567127,2735820480
,2025-10-07 08:57:45,1,8.211.46.83,44700,-1,220.130.36.69,3134,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|3134,1|-1,0|-1,-0.6744907594765952,0,0,1418748450,2621595096,387804096
,2025-10-07 08:57:27,1,35.203.211.236,51840,-1,220.130.36.69,42452,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|42452,1|9,0|9,0.0,0,0,3800609381,44567127,2735820480
,2025-10-07 08:57:27,1,35.203.211.236,51840,-1,220.130.36.69,42452,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|42452,1|-1,0|-1,-0.6744907594765952,0,0,3800609381,2621595096,387804096
,2025-10-07 08:57:27,1,176.65.149.55,45887,-1,220.130.36.69,24551,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|24551,1|9,0|9,0.0,0,0,2537848334,44567127,2735820480
,2025-10-07 08:57:27,1,176.65.149.55,45887,-1,220.130.36.69,24551,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|24551,1|-1,0|-1,-0.6744907594765952,0,0,2537848334,2621595096,387804096
,2025-10-07 08:57:27,1,185.156.73.197,59159,-1,220.130.36.69,10534,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|10534,1|9,0|9,0.0,0,0,197986010,44567127,2735820480
,2025-10-07 08:57:27,1,185.156.73.197,59159,-1,220.130.36.69,10534,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|10534,1|-1,0|-1,-0.6744907594765952,0,0,197986010,2621595096,387804096
,2025-10-07 08:57:20,1,10.4.168.70,9080,-1,61.65.6.129,5060,-1,1,1932870.0,1927895.0,7246588.0,31,-1,1,0,0,0,3860765.0,1.0025805347282917,0.5327700429498683,0.2667282864708191,0.26604175647904915,1.3799597824521002e-07,0,0,1,3,0.9835283918508886,2,1,31|5060,1|1,31|1,3.2783424203753886,0,0,113089844,3571441875,2205555514
,2025-10-07 08:57:17,1,162.216.150.82,49811,-1,220.130.36.69,51864,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,3,0,0|51864,1|9,0|9,0.0,0,0,3872389352,44567127,2735820480
,2025-10-07 08:57:17,1,162.216.150.82,49811,-1,220.130.36.69,51864,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,3,0,0|51864,1|-1,0|-1,-0.6744907594765952,0,0,3872389352,2621595096,387804096
,2025-10-07 08:57:14,1,161.35.113.145,55663,-1,220.130.36.69,31307,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|31307,1|9,0|9,0.0,0,0,3958676611,44567127,2735820480
,2025-10-07 08:57:14,1,161.35.113.145,55663,-1,220.130.36.69,31307,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|31307,1|-1,0|-1,-0.6744907594765952,0,0,3958676611,2621595096,387804096
,2025-10-07 08:57:01,1,39.97.193.87,33304,-1,220.130.36.69,6379,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,1,0|6379,1|9,0|9,0.0,0,0,2337371789,44567127,2735820480
,2025-10-07 08:57:01,1,39.97.193.87,33304,-1,220.130.36.69,6379,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,1,0|6379,1|-1,0|-1,-0.6744907594765952,0,0,2337371789,2621595096,387804096
,2025-10-07 08:57:01,1,42.51.33.156,56677,-1,220.130.36.69,60321,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,3,0,0|60321,1|9,0|9,0.0,0,0,2697090158,44567127,2735820480
,2025-10-07 08:57:01,1,42.51.33.156,56677,-1,220.130.36.69,60321,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,3,0,0|60321,1|-1,0|-1,-0.6744907594765952,0,0,2697090158,2621595096,387804096
,2025-10-07 08:56:53,1,92.63.197.66,8080,-1,220.130.36.69,3698,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|3698,1|9,0|9,0.0,0,0,1688774048,44567127,2735820480
,2025-10-07 08:56:53,1,92.63.197.66,8080,-1,220.130.36.69,3698,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|3698,1|-1,0|-1,-0.6744907594765952,0,0,1688774048,2621595096,387804096
,2025-10-07 08:56:46,1,176.97.210.9,39860,-1,220.130.36.69,999,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,1,0,0|999,1|9,0|9,0.0,0,0,280584422,44567127,2735820480
,2025-10-07 08:56:46,1,176.97.210.9,39860,-1,220.130.36.69,999,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,1,0,0|999,1|-1,0|-1,-0.6744907594765952,0,0,280584422,2621595096,387804096
,2025-10-07 08:56:39,1,10.4.168.70,9080,-1,61.61.136.70,5060,-1,1,1288303.0,1287216.0,7246552.0,31,-1,1,0,0,0,2575519.0,1.0008444581173634,0.35541302953459797,0.1777815159540703,0.17763151358052767,1.3799666379265614e-07,0,0,1,3,0.9605548331166016,2,1,31|5060,1|1,31|1,1.9624600869287587,0,0,113089844,3571441875,2205555514
,2025-10-07 08:56:38,1,92.63.197.66,8080,-1,220.130.36.69,3164,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|3164,1|9,0|9,0.0,0,0,4049790868,44567127,2735820480
,2025-10-07 08:56:38,1,92.63.197.66,8080,-1,220.130.36.69,3164,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|3164,1|-1,0|-1,-0.6744907594765952,0,0,4049790868,2621595096,387804096
,2025-10-07 08:56:26,1,88.210.63.63,59085,-1,220.130.36.69,8073,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|8073,1|9,0|9,0.0,0,0,1083496072,44567127,2735820480
,2025-10-07 08:56:26,1,88.210.63.63,59085,-1,220.130.36.69,8073,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|8073,1|-1,0|-1,-0.6744907594765952,0,0,1083496072,2621595096,387804096
,2025-10-07 08:56:23,1,94.102.49.88,53333,-1,220.130.36.69,30000,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|30000,1|9,0|9,0.0,0,0,2364499913,44567127,2735820480
,2025-10-07 08:56:23,1,94.102.49.88,53333,-1,220.130.36.69,30000,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|30000,1|-1,0|-1,-0.6744907594765952,0,0,2364499913,2621595096,387804096
,2025-10-07 08:56:14,1,47.250.81.18,15352,-1,220.130.36.69,1313,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|1313,1|9,0|9,0.0,0,0,1664291485,44567127,2735820480
,2025-10-07 08:56:14,1,47.250.81.18,15352,-1,220.130.36.69,1313,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|1313,1|-1,0|-1,-0.6744907594765952,0,0,1664291485,2621595096,387804096
,2025-10-07 08:56:09,1,79.124.40.106,47304,-1,220.130.36.69,28010,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|28010,1|9,0|9,0.0,0,0,4000663963,44567127,2735820480
,2025-10-07 08:56:09,1,79.124.40.106,47304,-1,220.130.36.69,28010,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|28010,1|-1,0|-1,-0.6744907594765952,0,0,4000663963,2621595096,387804096
,2025-10-07 08:56:03,1,92.63.197.66,8080,-1,220.130.36.69,3340,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,2,0,0|3340,1|9,0|9,0.0,0,0,2189583346,44567127,2735820480
,2025-10-07 08:56:03,1,92.63.197.66,8080,-1,220.130.36.69,3340,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,2,0,0|3340,1|-1,0|-1,-0.6744907594765952,0,0,2189583346,2621595096,387804096
,2025-10-07 08:55:59,1,185.242.226.85,54035,-1,220.130.36.69,809,-1,9,1.0,0.0,11.0,0,-1,1,0,0,0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0,1,1,3,0.6811876896402254,1,0,0|809,1|9,0|9,0.0,0,0,3862344634,44567127,2735820480
,2025-10-07 08:55:59,1,185.242.226.85,54035,-1,220.130.36.69,809,-1,-1,0.0,0.0,0.0,0,-1,2,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0.22854356306892068,1,0,0|809,1|-1,0|-1,-0.6744907594765952,0,0,3862344634,2621595096,387804096
